Time,Id,CimetrixGEM300Simulation/MaterialManager/SubstLocID,CimetrixGEM300Simulation/MaterialManager/SubstLocSubstID
2022-11-10T00:16:23.644-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.05"
2022-11-10T00:16:24.198-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER1.05"
2022-11-10T00:16:28.540-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.03"
2022-11-10T00:16:29.093-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER1.03","CARRIER1.03"
2022-11-10T00:16:29.768-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.05"
2022-11-10T00:16:30.349-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber1","CARRIER1.05"
2022-11-10T00:16:30.929-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.06"
2022-11-10T00:16:31.488-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER1.06"
2022-11-10T00:16:35.880-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.04"
2022-11-10T00:16:36.455-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER1.04","CARRIER1.04"
2022-11-10T00:16:37.045-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.06"
2022-11-10T00:16:37.630-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber2","CARRIER1.06"
2022-11-10T00:16:38.207-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.07"
2022-11-10T00:16:38.776-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER1.07"
2022-11-10T00:16:43.050-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.05"
2022-11-10T00:16:43.627-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER1.05","CARRIER1.05"
2022-11-10T00:16:44.346-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.07"
2022-11-10T00:16:44.941-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber1","CARRIER1.07"
2022-11-10T00:16:45.531-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.08"
2022-11-10T00:16:46.104-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER1.08"
2022-11-10T00:16:50.317-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.06"
2022-11-10T00:16:50.868-07:00,SubstrateLocation:1:Unoccupied-Occupied,"CARRIER1.06","CARRIER1.06"
2022-11-10T00:16:51.675-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.08"
2022-11-10T00:16:52.232-07:00,SubstrateLocation:1:Unoccupied-Occupied,"ProcessChamber2","CARRIER1.08"
2022-11-10T00:16:52.781-07:00,SubstrateLocation:1:Unoccupied-Occupied,"Robot","CARRIER1.09"
2022-11-10T00:16:53.372-07:00,SubstrateLocation:1:Unoccupied-Occupied,"PreAligner","CARRIER1.09"
